id,y,campaign,contact_group,contact,month,day,age,job,education,balance,poutcome
13955,no,1,Low Contact,cellular,jul,10,52,blue-collar,tertiary,-517,unknown
13956,no,1,Low Contact,cellular,jul,10,29,services,secondary,3,unknown
13957,no,2,Low Contact,telephone,jul,10,49,blue-collar,secondary,0,unknown
13958,no,4,High Contact,cellular,jul,10,54,technician,secondary,136,unknown
13959,no,9,High Contact,cellular,jul,10,46,blue-collar,primary,44,unknown
13960,no,2,Low Contact,cellular,jul,10,30,technician,tertiary,91,unknown
13961,no,1,Low Contact,cellular,jul,10,48,technician,secondary,454,unknown
13962,no,1,Low Contact,cellular,jul,10,49,technician,tertiary,2568,unknown
13963,no,2,Low Contact,cellular,jul,10,30,technician,secondary,-156,unknown
13964,no,4,High Contact,cellular,jul,10,37,admin,secondary,859,unknown
13965,no,1,Low Contact,cellular,jul,10,29,blue-collar,secondary,8079,unknown
13966,no,2,Low Contact,telephone,jul,10,41,blue-collar,primary,407,unknown
13967,no,8,High Contact,cellular,jul,10,35,services,secondary,501,unknown
13968,no,4,High Contact,cellular,jul,10,35,services,secondary,63,unknown
13969,no,7,High Contact,telephone,jul,10,45,blue-collar,primary,1145,unknown
13970,no,10,High Contact,telephone,jul,10,49,blue-collar,primary,305,unknown
13971,no,1,Low Contact,cellular,jul,10,51,self-employed,tertiary,126,unknown
13972,no,5,High Contact,cellular,jul,10,45,retired,primary,-24,unknown
13973,no,1,Low Contact,cellular,jul,10,42,blue-collar,primary,-404,unknown
13974,no,5,High Contact,cellular,jul,10,41,blue-collar,primary,362,unknown
13975,no,1,Low Contact,telephone,jul,10,27,student,secondary,106,unknown
13976,no,2,Low Contact,cellular,jul,10,36,blue-collar,secondary,576,unknown
13977,no,1,Low Contact,cellular,jul,10,46,technician,secondary,278,unknown
13978,no,1,Low Contact,cellular,jul,10,37,services,secondary,54,unknown
13979,no,3,High Contact,cellular,jul,10,37,management,tertiary,159,unknown
13980,no,3,High Contact,telephone,jul,10,33,admin,secondary,89,unknown
13981,no,6,High Contact,telephone,jul,10,37,blue-collar,secondary,456,unknown
13982,no,4,High Contact,cellular,jul,10,41,technician,secondary,305,unknown
13983,no,3,High Contact,telephone,jul,10,60,housemaid,primary,763,unknown
13984,yes,1,Low Contact,cellular,jul,10,30,blue-collar,secondary,0,unknown
13985,no,3,High Contact,cellular,jul,10,52,unemployed,primary,255,unknown
13986,no,3,High Contact,cellular,jul,10,30,services,secondary,211,unknown
13987,yes,3,High Contact,cellular,jul,10,26,management,tertiary,45,unknown
13988,no,1,Low Contact,cellular,jul,10,37,services,secondary,135,unknown
13989,no,7,High Contact,telephone,jul,10,46,blue-collar,primary,1,unknown
13990,no,9,High Contact,cellular,jul,10,44,blue-collar,primary,6,unknown
13991,no,5,High Contact,cellular,jul,10,29,technician,secondary,3527,unknown
13992,no,3,High Contact,cellular,jul,10,26,services,secondary,235,unknown
13993,no,1,Low Contact,cellular,jul,10,33,blue-collar,secondary,66,unknown
13994,yes,1,Low Contact,cellular,jul,10,31,student,primary,46,unknown
13995,no,4,High Contact,telephone,jul,10,58,blue-collar,secondary,556,unknown
13996,no,3,High Contact,cellular,jul,10,54,technician,secondary,89,unknown
13997,no,6,High Contact,cellular,jul,10,39,management,tertiary,397,unknown
13998,no,5,High Contact,cellular,jul,10,44,management,tertiary,284,unknown
13999,no,6,High Contact,cellular,jul,10,32,management,tertiary,26,unknown
14000,no,3,High Contact,cellular,jul,10,33,blue-collar,secondary,109,unknown
14001,no,20,High Contact,telephone,jul,10,39,blue-collar,primary,1220,unknown
14002,no,15,High Contact,cellular,jul,10,37,management,tertiary,1403,unknown
14003,no,5,High Contact,cellular,jul,10,35,blue-collar,secondary,275,unknown
14004,yes,3,High Contact,cellular,jul,10,29,blue-collar,secondary,482,unknown
14005,no,10,High Contact,telephone,jul,10,36,unknown,primary,3415,unknown
14006,no,3,High Contact,cellular,jul,10,25,student,tertiary,-113,unknown
14007,no,7,High Contact,telephone,jul,10,41,entrepreneur,primary,1331,unknown
14008,no,14,High Contact,cellular,jul,10,53,technician,unknown,2242,unknown
14009,no,27,High Contact,telephone,jul,10,53,entrepreneur,secondary,0,unknown
14010,no,4,High Contact,cellular,jul,10,27,entrepreneur,tertiary,-23,unknown
14011,no,1,Low Contact,cellular,jul,10,29,management,tertiary,6586,unknown
14012,no,5,High Contact,telephone,jul,10,52,blue-collar,primary,142,unknown
14013,no,5,High Contact,cellular,jul,10,50,technician,secondary,4,unknown
14014,no,1,Low Contact,cellular,jul,10,33,admin,secondary,13160,unknown
14015,no,1,Low Contact,cellular,jul,10,40,services,primary,352,unknown
14016,no,1,Low Contact,telephone,jul,11,41,blue-collar,primary,372,unknown
14017,no,3,High Contact,cellular,jul,11,39,housemaid,primary,2460,unknown
14018,no,1,Low Contact,cellular,jul,11,29,admin,secondary,111,unknown
14019,no,1,Low Contact,cellular,jul,11,41,technician,secondary,-618,unknown
14020,no,1,Low Contact,cellular,jul,11,30,admin,tertiary,5,unknown
14021,no,1,Low Contact,cellular,jul,11,48,self-employed,secondary,-817,unknown
14022,no,2,Low Contact,cellular,jul,11,44,management,tertiary,756,unknown
14023,no,1,Low Contact,cellular,jul,11,56,blue-collar,primary,533,unknown
14024,no,1,Low Contact,cellular,jul,11,35,management,tertiary,0,unknown
14025,no,1,Low Contact,telephone,jul,11,59,management,tertiary,0,unknown
14026,no,1,Low Contact,cellular,jul,11,40,admin,secondary,149,unknown
14027,no,1,Low Contact,cellular,jul,11,36,technician,secondary,3832,unknown
14028,no,1,Low Contact,cellular,jul,11,32,management,tertiary,1196,unknown
14029,no,1,Low Contact,cellular,jul,11,26,management,tertiary,17,unknown
14030,no,1,Low Contact,cellular,jul,11,28,blue-collar,secondary,455,unknown
14031,no,2,Low Contact,cellular,jul,11,38,blue-collar,secondary,50,unknown
14032,no,1,Low Contact,cellular,jul,11,51,management,tertiary,1988,unknown
14033,no,3,High Contact,cellular,jul,11,40,self-employed,primary,42,unknown
14034,yes,1,Low Contact,cellular,jul,11,32,self-employed,secondary,514,unknown
14035,no,1,Low Contact,cellular,jul,11,38,technician,secondary,373,unknown
14036,no,1,Low Contact,cellular,jul,11,26,housemaid,secondary,-759,unknown
14037,no,1,Low Contact,cellular,jul,11,54,management,tertiary,95,unknown
14038,no,1,Low Contact,cellular,jul,11,27,services,secondary,70,unknown
14039,no,1,Low Contact,cellular,jul,11,34,management,tertiary,-73,unknown
14040,no,1,Low Contact,cellular,jul,11,38,admin,secondary,-728,unknown
14041,no,1,Low Contact,cellular,jul,11,36,technician,secondary,-456,unknown
14042,no,1,Low Contact,cellular,jul,11,33,blue-collar,secondary,0,unknown
14043,no,1,Low Contact,cellular,jul,11,59,admin,tertiary,39,unknown
14044,no,1,Low Contact,cellular,jul,11,39,technician,secondary,37,unknown
14045,no,1,Low Contact,cellular,jul,11,38,technician,secondary,1932,unknown
14046,no,1,Low Contact,telephone,jul,11,51,technician,secondary,-192,unknown
14047,no,1,Low Contact,cellular,jul,11,37,blue-collar,secondary,1672,unknown
14048,no,1,Low Contact,cellular,jul,11,34,management,tertiary,161,unknown
14049,no,1,Low Contact,cellular,jul,11,34,blue-collar,primary,479,unknown
14050,no,1,Low Contact,cellular,jul,11,35,services,secondary,372,unknown
14051,no,1,Low Contact,cellular,jul,11,36,management,tertiary,1339,unknown
14052,no,1,Low Contact,cellular,jul,11,51,technician,secondary,550,unknown
14053,no,1,Low Contact,cellular,jul,11,27,admin,secondary,941,unknown
14054,no,1,Low Contact,cellular,jul,11,37,technician,secondary,0,unknown
14055,no,1,Low Contact,cellular,jul,11,34,management,tertiary,1049,unknown
14056,no,1,Low Contact,cellular,jul,11,33,technician,tertiary,236,unknown
14057,no,2,Low Contact,cellular,jul,11,37,blue-collar,secondary,263,unknown
14058,no,1,Low Contact,cellular,jul,11,33,admin,secondary,32,unknown
14059,no,1,Low Contact,cellular,jul,11,53,technician,secondary,447,unknown
14060,no,3,High Contact,cellular,jul,11,38,technician,secondary,114,unknown
14061,no,2,Low Contact,cellular,jul,11,50,services,secondary,0,unknown
14062,no,2,Low Contact,cellular,jul,11,40,management,tertiary,-83,unknown
14063,no,2,Low Contact,cellular,jul,11,26,admin,primary,528,unknown
14064,no,2,Low Contact,cellular,jul,11,31,entrepreneur,tertiary,0,unknown
14065,no,2,Low Contact,cellular,jul,11,55,housemaid,secondary,5,unknown
14066,no,2,Low Contact,cellular,jul,11,27,entrepreneur,tertiary,6,unknown
14067,no,2,Low Contact,cellular,jul,11,31,blue-collar,secondary,-161,unknown
14068,no,2,Low Contact,cellular,jul,11,50,services,secondary,-682,unknown
14069,no,2,Low Contact,cellular,jul,11,39,management,tertiary,710,unknown
14070,no,2,Low Contact,cellular,jul,11,51,technician,secondary,58,unknown
14071,no,2,Low Contact,cellular,jul,11,43,technician,secondary,-260,unknown
14072,no,2,Low Contact,cellular,jul,11,34,management,tertiary,9,unknown
14073,no,2,Low Contact,cellular,jul,11,53,management,tertiary,-670,unknown
14074,no,2,Low Contact,cellular,jul,11,60,services,primary,58,unknown
14075,no,2,Low Contact,cellular,jul,11,42,services,secondary,128,unknown
14076,no,2,Low Contact,cellular,jul,11,47,admin,secondary,1139,unknown
14077,no,2,Low Contact,telephone,jul,11,27,admin,secondary,428,unknown
14078,no,2,Low Contact,cellular,jul,11,38,technician,secondary,31,unknown
14079,no,2,Low Contact,cellular,jul,11,47,management,tertiary,761,unknown
14080,no,2,Low Contact,telephone,jul,11,46,blue-collar,primary,776,unknown
14081,no,2,Low Contact,cellular,jul,11,41,technician,secondary,-172,unknown
14082,no,2,Low Contact,cellular,jul,11,45,housemaid,secondary,0,unknown
14083,no,2,Low Contact,cellular,jul,11,55,management,tertiary,561,unknown
14084,no,2,Low Contact,cellular,jul,11,37,technician,secondary,407,unknown
14085,no,2,Low Contact,cellular,jul,11,37,technician,secondary,0,unknown
14086,no,2,Low Contact,cellular,jul,11,51,self-employed,tertiary,0,unknown
14087,no,2,Low Contact,telephone,jul,11,55,blue-collar,secondary,983,unknown
14088,no,2,Low Contact,cellular,jul,11,32,housemaid,secondary,0,unknown
14089,no,2,Low Contact,cellular,jul,11,58,management,tertiary,342,unknown
14090,no,2,Low Contact,telephone,jul,11,34,housemaid,primary,46,unknown
14091,no,2,Low Contact,cellular,jul,11,28,management,tertiary,17,unknown
14092,no,3,High Contact,telephone,jul,11,47,services,secondary,1073,unknown
14093,no,2,Low Contact,telephone,jul,11,47,entrepreneur,tertiary,416,unknown
14094,no,2,Low Contact,cellular,jul,11,34,technician,unknown,12,unknown
14095,no,2,Low Contact,cellular,jul,11,39,technician,secondary,671,unknown
14096,no,2,Low Contact,cellular,jul,11,57,retired,secondary,8,unknown
14097,no,2,Low Contact,cellular,jul,11,57,admin,secondary,2518,unknown
14098,no,2,Low Contact,cellular,jul,11,32,entrepreneur,secondary,0,unknown
14099,no,2,Low Contact,cellular,jul,11,59,admin,secondary,5,unknown
14100,no,2,Low Contact,cellular,jul,11,41,technician,secondary,1499,unknown
14101,no,2,Low Contact,cellular,jul,11,58,retired,secondary,100,unknown
14102,yes,2,Low Contact,cellular,jul,11,49,blue-collar,secondary,3728,unknown
14103,no,2,Low Contact,cellular,jul,11,29,admin,secondary,287,unknown
14104,no,2,Low Contact,cellular,jul,11,31,services,secondary,183,unknown
14105,no,2,Low Contact,cellular,jul,11,36,self-employed,secondary,611,unknown
14106,no,4,High Contact,telephone,jul,11,56,technician,secondary,107,unknown
14107,no,7,High Contact,cellular,jul,11,51,unemployed,tertiary,174,unknown
14108,no,2,Low Contact,cellular,jul,11,29,blue-collar,primary,243,unknown
14109,no,2,Low Contact,cellular,jul,11,34,blue-collar,secondary,406,unknown
14110,no,2,Low Contact,cellular,jul,11,39,admin,secondary,401,unknown
14111,no,2,Low Contact,cellular,jul,11,34,admin,secondary,444,unknown
14112,no,2,Low Contact,cellular,jul,11,33,self-employed,tertiary,1249,unknown
14113,no,2,Low Contact,cellular,jul,11,43,admin,primary,392,unknown
14114,no,2,Low Contact,cellular,jul,11,42,admin,secondary,645,unknown
14115,no,2,Low Contact,cellular,jul,11,34,blue-collar,secondary,-745,unknown
14116,no,10,High Contact,cellular,jul,11,36,admin,secondary,48,unknown
14117,no,2,Low Contact,cellular,jul,11,50,entrepreneur,secondary,0,unknown
14118,no,2,Low Contact,cellular,jul,11,34,admin,secondary,3814,unknown
14119,yes,2,Low Contact,cellular,jul,11,35,services,primary,167,unknown
14120,no,2,Low Contact,cellular,jul,11,38,entrepreneur,primary,-21,unknown
14121,no,2,Low Contact,cellular,jul,11,42,housemaid,primary,0,unknown
14122,no,2,Low Contact,cellular,jul,11,47,technician,secondary,-226,unknown
14123,no,2,Low Contact,telephone,jul,11,41,technician,tertiary,177,unknown
14124,no,2,Low Contact,cellular,jul,11,32,admin,tertiary,0,unknown
14125,no,3,High Contact,cellular,jul,11,48,admin,secondary,0,unknown
14126,no,2,Low Contact,cellular,jul,11,44,services,secondary,-146,unknown
14127,no,2,Low Contact,cellular,jul,11,49,blue-collar,primary,0,unknown
14128,no,2,Low Contact,cellular,jul,11,46,admin,unknown,76,unknown
14129,no,2,Low Contact,cellular,jul,11,56,management,tertiary,-762,unknown
14130,no,2,Low Contact,cellular,jul,11,43,technician,secondary,0,unknown
14131,no,2,Low Contact,cellular,jul,11,46,technician,secondary,834,unknown
14132,no,2,Low Contact,cellular,jul,11,55,retired,secondary,991,unknown
14133,no,3,High Contact,cellular,jul,11,35,management,tertiary,0,unknown
14134,no,2,Low Contact,cellular,jul,11,56,housemaid,primary,0,unknown
14135,no,2,Low Contact,cellular,jul,11,44,technician,tertiary,851,unknown
14136,no,2,Low Contact,cellular,jul,11,29,services,secondary,0,unknown
14137,no,2,Low Contact,cellular,jul,11,58,housemaid,primary,0,unknown
14138,no,2,Low Contact,cellular,jul,11,56,entrepreneur,tertiary,40,unknown
14139,no,2,Low Contact,cellular,jul,11,52,services,secondary,5,unknown
14140,no,2,Low Contact,cellular,jul,11,42,management,tertiary,484,unknown
14141,no,2,Low Contact,cellular,jul,11,58,admin,secondary,0,unknown
14142,no,2,Low Contact,cellular,jul,11,35,admin,secondary,141,unknown
14143,no,2,Low Contact,cellular,jul,11,32,self-employed,secondary,413,unknown
14144,no,2,Low Contact,cellular,jul,11,30,blue-collar,primary,35,unknown
14145,no,2,Low Contact,cellular,jul,11,50,management,tertiary,383,unknown
14146,no,2,Low Contact,cellular,jul,11,38,technician,tertiary,0,unknown
14147,no,2,Low Contact,cellular,jul,11,38,services,secondary,0,unknown
14148,no,2,Low Contact,cellular,jul,11,44,housemaid,primary,71,unknown
14149,no,2,Low Contact,cellular,jul,11,45,management,tertiary,2220,unknown
14150,yes,2,Low Contact,cellular,jul,11,60,retired,secondary,1099,unknown
14151,yes,2,Low Contact,cellular,jul,11,60,management,tertiary,2222,unknown
14152,no,2,Low Contact,cellular,jul,11,59,blue-collar,primary,-86,unknown
14153,no,2,Low Contact,cellular,jul,11,37,entrepreneur,tertiary,986,unknown
14154,yes,2,Low Contact,cellular,jul,11,29,management,tertiary,983,unknown
14155,no,2,Low Contact,cellular,jul,11,49,blue-collar,secondary,-195,unknown
14156,yes,2,Low Contact,cellular,jul,11,55,management,secondary,204,unknown
14157,no,2,Low Contact,cellular,jul,11,39,blue-collar,primary,0,unknown
14158,no,2,Low Contact,cellular,jul,11,37,management,tertiary,586,unknown
14159,no,2,Low Contact,cellular,jul,11,55,services,secondary,642,unknown
14160,no,2,Low Contact,telephone,jul,11,41,admin,secondary,488,unknown
14161,yes,2,Low Contact,cellular,jul,11,33,management,unknown,1534,unknown
14162,no,2,Low Contact,cellular,jul,11,48,blue-collar,primary,0,unknown
14163,no,2,Low Contact,cellular,jul,11,32,management,tertiary,1660,unknown
14164,no,10,High Contact,cellular,jul,11,27,entrepreneur,secondary,-36,unknown
14165,no,2,Low Contact,telephone,jul,11,59,retired,secondary,1250,unknown
14166,no,2,Low Contact,cellular,jul,11,52,management,tertiary,698,unknown
14167,no,2,Low Contact,cellular,jul,11,55,technician,tertiary,2848,unknown
14168,no,2,Low Contact,cellular,jul,11,42,admin,secondary,426,unknown
14169,no,2,Low Contact,telephone,jul,11,59,retired,unknown,178,unknown
14170,no,2,Low Contact,cellular,jul,11,40,entrepreneur,tertiary,1225,unknown
14171,no,2,Low Contact,cellular,jul,11,31,admin,secondary,1661,unknown
14172,no,2,Low Contact,cellular,jul,11,37,services,secondary,-601,unknown
14173,no,2,Low Contact,cellular,jul,11,37,management,secondary,1448,unknown
14174,no,3,High Contact,cellular,jul,11,26,housemaid,secondary,93,unknown
14175,no,2,Low Contact,cellular,jul,11,33,housemaid,primary,212,unknown
14176,no,2,Low Contact,cellular,jul,11,34,admin,secondary,25,unknown
14177,no,2,Low Contact,telephone,jul,11,59,retired,secondary,3812,unknown
14178,no,2,Low Contact,cellular,jul,11,37,management,tertiary,466,unknown
14179,no,2,Low Contact,cellular,jul,11,47,technician,secondary,338,unknown
14180,no,2,Low Contact,cellular,jul,11,55,blue-collar,primary,410,unknown
14181,no,2,Low Contact,cellular,jul,11,28,blue-collar,primary,565,unknown
14182,no,2,Low Contact,cellular,jul,11,50,technician,tertiary,1840,unknown
14183,no,2,Low Contact,cellular,jul,11,40,admin,secondary,-186,unknown
14184,no,2,Low Contact,cellular,jul,11,35,technician,secondary,0,unknown
14185,no,2,Low Contact,cellular,jul,11,54,retired,primary,0,unknown
14186,no,2,Low Contact,cellular,jul,11,35,services,tertiary,260,unknown
14187,no,2,Low Contact,telephone,jul,11,54,housemaid,primary,311,unknown
14188,no,2,Low Contact,cellular,jul,11,44,self-employed,tertiary,430,unknown
14189,no,2,Low Contact,cellular,jul,11,40,blue-collar,secondary,178,unknown
14190,no,2,Low Contact,cellular,jul,11,46,services,primary,830,unknown
14191,no,2,Low Contact,cellular,jul,11,34,blue-collar,secondary,157,unknown
14192,no,2,Low Contact,cellular,jul,11,49,technician,secondary,0,unknown
14193,no,2,Low Contact,cellular,jul,11,45,services,secondary,0,unknown
14194,no,2,Low Contact,cellular,jul,11,31,technician,tertiary,696,unknown
14195,no,2,Low Contact,cellular,jul,11,32,services,secondary,0,unknown
14196,no,2,Low Contact,cellular,jul,11,37,management,tertiary,3841,unknown
14197,no,2,Low Contact,cellular,jul,11,37,blue-collar,secondary,1059,unknown
14198,no,2,Low Contact,cellular,jul,11,40,entrepreneur,primary,0,unknown
14199,no,3,High Contact,cellular,jul,11,36,technician,unknown,756,unknown
14200,no,2,Low Contact,cellular,jul,11,45,blue-collar,unknown,458,unknown
14201,no,2,Low Contact,cellular,jul,11,31,services,primary,-357,unknown
