id,y,conversion,contact_group,age_group,balance_group,poutcome,job,education,month,balance
10830,no,0,Low Contact,40-48,High Balance,unknown,housemaid,primary,jun,2291
10831,no,0,Low Contact,40-48,High Balance,unknown,management,tertiary,jun,2837
10832,no,0,Low Contact,49-95,Non-Positive,unknown,housemaid,secondary,jun,0
10833,no,0,Low Contact,33-39,High Balance,unknown,blue-collar,secondary,jun,7265
10834,no,0,Low Contact,40-48,Non-Positive,unknown,blue-collar,primary,jun,-82
10835,no,0,Low Contact,40-48,High Balance,unknown,blue-collar,primary,jun,4696
10836,no,0,High Contact,40-48,Mid Balance,unknown,blue-collar,secondary,jun,475
10837,no,0,Low Contact,40-48,High Balance,unknown,unknown,tertiary,jun,5837
10838,no,0,High Contact,33-39,Low Balance,unknown,technician,unknown,jun,3
10839,no,0,High Contact,40-48,Low Balance,unknown,technician,secondary,jun,335
10840,no,0,Low Contact,49-95,Mid Balance,unknown,retired,tertiary,jun,568
10841,no,0,Low Contact,33-39,Low Balance,unknown,services,primary,jun,175
10842,no,0,Low Contact,49-95,High Balance,unknown,retired,primary,jun,25824
10843,no,0,Low Contact,49-95,High Balance,unknown,housemaid,primary,jun,1870
10844,no,0,Low Contact,40-48,Mid Balance,unknown,housemaid,tertiary,jun,460
10845,no,0,Low Contact,49-95,High Balance,unknown,management,primary,jun,1446
10846,no,0,Low Contact,40-48,Low Balance,unknown,housemaid,primary,jun,17
10847,no,0,Low Contact,49-95,Non-Positive,unknown,blue-collar,primary,jun,0
10848,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,primary,jun,145
10849,no,0,Low Contact,33-39,High Balance,unknown,blue-collar,primary,jun,6091
10850,no,0,Low Contact,33-39,Low Balance,unknown,services,secondary,jun,250
10851,no,0,Low Contact,40-48,Low Balance,unknown,entrepreneur,tertiary,jun,231
10852,no,0,Low Contact,40-48,Mid Balance,unknown,blue-collar,secondary,jun,530
10853,no,0,Low Contact,33-39,High Balance,unknown,self-employed,tertiary,jun,1415
10854,no,0,Low Contact,40-48,High Balance,unknown,management,secondary,jun,5559
10855,no,0,Low Contact,33-39,Low Balance,unknown,blue-collar,primary,jun,214
10856,no,0,High Contact,49-95,Mid Balance,unknown,housemaid,primary,jun,1238
10857,no,0,Low Contact,33-39,Mid Balance,unknown,admin,secondary,jun,505
10858,no,0,Low Contact,49-95,Mid Balance,unknown,retired,primary,jun,925
10859,no,0,High Contact,40-48,Mid Balance,unknown,technician,secondary,jun,431
10860,no,0,High Contact,49-95,Mid Balance,unknown,housemaid,secondary,jun,1060
10861,no,0,Low Contact,49-95,Low Balance,unknown,retired,secondary,jun,4
10862,no,0,Low Contact,33-39,Mid Balance,unknown,self-employed,tertiary,jun,1116
10863,no,0,Low Contact,40-48,Mid Balance,unknown,services,unknown,jun,651
10864,no,0,High Contact,33-39,High Balance,unknown,technician,secondary,jun,2910
10865,no,0,Low Contact,49-95,Low Balance,unknown,blue-collar,primary,jun,73
10866,no,0,Low Contact,49-95,Non-Positive,unknown,blue-collar,primary,jun,0
10867,no,0,Low Contact,49-95,Mid Balance,unknown,housemaid,primary,jun,336
10868,no,0,Low Contact,40-48,High Balance,unknown,unknown,unknown,jun,1728
10869,no,0,Low Contact,33-39,High Balance,unknown,blue-collar,secondary,jun,5818
10870,no,0,Low Contact,49-95,Mid Balance,unknown,technician,secondary,jun,592
10871,no,0,Low Contact,49-95,High Balance,unknown,technician,secondary,jun,4322
10872,yes,1,Low Contact,40-48,Non-Positive,unknown,technician,tertiary,jun,0
10873,no,0,High Contact,49-95,High Balance,unknown,blue-collar,primary,jun,1869
10874,no,0,Low Contact,49-95,Mid Balance,unknown,management,primary,jun,766
10875,no,0,High Contact,33-39,High Balance,unknown,blue-collar,secondary,jun,5092
10876,no,0,Low Contact,49-95,Low Balance,unknown,blue-collar,primary,jun,11
10877,no,0,Low Contact,40-48,High Balance,unknown,management,tertiary,jun,4961
10878,no,0,Low Contact,33-39,Low Balance,unknown,blue-collar,primary,jun,246
10879,no,0,Low Contact,40-48,Non-Positive,unknown,admin,primary,jun,0
10880,no,0,Low Contact,40-48,Low Balance,unknown,admin,secondary,jun,35
10881,no,0,Low Contact,49-95,Mid Balance,unknown,blue-collar,secondary,jun,544
10882,no,0,Low Contact,33-39,High Balance,unknown,management,tertiary,jun,2043
10883,no,0,Low Contact,33-39,Mid Balance,unknown,management,tertiary,jun,1191
10884,no,0,Low Contact,40-48,High Balance,unknown,entrepreneur,tertiary,jun,1756
10885,no,0,Low Contact,33-39,Mid Balance,unknown,blue-collar,secondary,jun,702
10886,no,0,Low Contact,33-39,High Balance,unknown,blue-collar,primary,jun,2491
10887,no,0,High Contact,49-95,Non-Positive,unknown,retired,secondary,jun,0
10888,no,0,Low Contact,49-95,High Balance,unknown,blue-collar,secondary,jun,1653
10889,no,0,High Contact,33-39,Mid Balance,unknown,blue-collar,secondary,jun,507
10890,no,0,High Contact,40-48,Non-Positive,unknown,unknown,secondary,jun,0
10891,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,secondary,jun,193
10892,no,0,Low Contact,49-95,Mid Balance,unknown,services,secondary,jun,517
10893,no,0,Low Contact,40-48,Mid Balance,unknown,entrepreneur,secondary,jun,780
10894,no,0,Low Contact,40-48,High Balance,unknown,blue-collar,secondary,jun,1270
10895,no,0,Low Contact,49-95,Low Balance,unknown,blue-collar,primary,jun,48
10896,no,0,Low Contact,40-48,High Balance,unknown,blue-collar,secondary,jun,1562
10897,no,0,Low Contact,33-39,Mid Balance,unknown,blue-collar,secondary,jun,679
10898,no,0,Low Contact,40-48,High Balance,unknown,management,tertiary,jun,1467
10899,no,0,Low Contact,40-48,High Balance,unknown,blue-collar,secondary,jun,1678
10900,no,0,Low Contact,33-39,Mid Balance,unknown,housemaid,secondary,jun,942
10901,no,0,High Contact,40-48,Mid Balance,unknown,blue-collar,secondary,jun,521
10902,no,0,Low Contact,40-48,High Balance,unknown,management,primary,jun,2276
10903,no,0,High Contact,33-39,High Balance,unknown,technician,tertiary,jun,5251
10904,no,0,Low Contact,49-95,Low Balance,unknown,technician,secondary,jun,305
10905,no,0,Low Contact,40-48,Low Balance,unknown,housemaid,primary,jun,3
10906,no,0,Low Contact,33-39,Low Balance,unknown,admin,secondary,jun,76
10907,no,0,Low Contact,33-39,Mid Balance,unknown,housemaid,primary,jun,608
10908,no,0,Low Contact,33-39,Mid Balance,unknown,management,tertiary,jun,531
10909,no,0,High Contact,33-39,High Balance,unknown,blue-collar,primary,jun,1522
10910,no,0,Low Contact,49-95,Low Balance,unknown,self-employed,secondary,jun,39
10911,no,0,Low Contact,33-39,High Balance,unknown,blue-collar,secondary,jun,2641
10912,no,0,Low Contact,33-39,High Balance,unknown,technician,secondary,jun,1255
10913,no,0,Low Contact,33-39,Mid Balance,unknown,blue-collar,secondary,jun,647
10914,no,0,Low Contact,33-39,High Balance,unknown,management,secondary,jun,1989
10915,no,0,Low Contact,49-95,Mid Balance,unknown,blue-collar,primary,jun,886
10916,no,0,High Contact,33-39,Low Balance,unknown,blue-collar,tertiary,jun,18
10917,no,0,Low Contact,33-39,High Balance,unknown,admin,tertiary,jun,1568
10918,no,0,Low Contact,49-95,High Balance,unknown,housemaid,primary,jun,1382
10919,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,primary,jun,103
10920,no,0,Low Contact,40-48,High Balance,unknown,management,tertiary,jun,1437
10921,no,0,Low Contact,40-48,Non-Positive,unknown,housemaid,primary,jun,0
10922,no,0,High Contact,40-48,Non-Positive,unknown,services,secondary,jun,0
10923,no,0,Low Contact,40-48,Mid Balance,unknown,blue-collar,unknown,jun,524
10924,no,0,Low Contact,49-95,Mid Balance,unknown,housemaid,primary,jun,352
10925,no,0,Low Contact,49-95,Low Balance,unknown,management,secondary,jun,278
10926,no,0,Low Contact,40-48,Mid Balance,unknown,self-employed,tertiary,jun,753
10927,no,0,Low Contact,40-48,Non-Positive,unknown,blue-collar,primary,jun,-158
10928,no,0,Low Contact,40-48,Low Balance,unknown,self-employed,secondary,jun,104
10929,no,0,Low Contact,33-39,Mid Balance,unknown,management,secondary,jun,1103
10930,no,0,High Contact,49-95,Mid Balance,unknown,self-employed,primary,jun,671
10931,no,0,Low Contact,33-39,Low Balance,unknown,unemployed,secondary,jun,258
10932,no,0,Low Contact,49-95,Mid Balance,unknown,blue-collar,primary,jun,1100
10933,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,secondary,jun,7
10934,no,0,Low Contact,49-95,Mid Balance,unknown,retired,secondary,jun,515
10935,no,0,Low Contact,40-48,Mid Balance,unknown,blue-collar,primary,jun,711
10936,no,0,Low Contact,40-48,High Balance,unknown,services,secondary,jun,7434
10937,no,0,Low Contact,40-48,High Balance,unknown,self-employed,tertiary,jun,1603
10938,no,0,Low Contact,18-33,Mid Balance,unknown,self-employed,secondary,jun,969
10939,no,0,Low Contact,33-39,Mid Balance,unknown,admin,secondary,jun,787
10940,no,0,Low Contact,49-95,Low Balance,unknown,retired,primary,jun,150
10941,no,0,Low Contact,18-33,Mid Balance,unknown,services,secondary,jun,914
10942,no,0,Low Contact,40-48,Mid Balance,unknown,management,secondary,jun,752
10943,no,0,High Contact,33-39,Mid Balance,unknown,blue-collar,primary,jun,553
10944,no,0,Low Contact,33-39,Mid Balance,unknown,entrepreneur,secondary,jun,926
10945,no,0,High Contact,49-95,Mid Balance,unknown,management,tertiary,jun,557
10946,no,0,High Contact,33-39,High Balance,unknown,blue-collar,unknown,jun,5830
10947,no,0,Low Contact,49-95,High Balance,unknown,housemaid,tertiary,jun,6181
10948,yes,1,High Contact,49-95,High Balance,unknown,management,tertiary,jun,4266
10949,yes,1,High Contact,33-39,Low Balance,unknown,technician,tertiary,jun,110
10950,no,0,Low Contact,49-95,Non-Positive,unknown,management,tertiary,jun,0
10951,no,0,High Contact,49-95,Low Balance,unknown,housemaid,secondary,jun,334
10952,no,0,Low Contact,49-95,Low Balance,unknown,retired,secondary,jun,3
10953,no,0,High Contact,40-48,High Balance,unknown,housemaid,primary,jun,3706
10954,no,0,Low Contact,49-95,High Balance,unknown,entrepreneur,secondary,jun,5838
10955,no,0,High Contact,33-39,Mid Balance,unknown,unemployed,secondary,jun,830
10956,no,0,Low Contact,40-48,Non-Positive,unknown,blue-collar,primary,jun,-616
10957,no,0,High Contact,40-48,Low Balance,unknown,technician,secondary,jun,268
10958,no,0,Low Contact,33-39,Low Balance,unknown,blue-collar,unknown,jun,53
10959,no,0,Low Contact,49-95,High Balance,unknown,retired,secondary,jun,2703
10960,yes,1,High Contact,33-39,High Balance,unknown,student,tertiary,jun,3316
10961,no,0,High Contact,40-48,Mid Balance,unknown,blue-collar,primary,jun,402
10962,no,0,High Contact,49-95,Mid Balance,unknown,blue-collar,primary,jun,608
10963,no,0,High Contact,40-48,Low Balance,unknown,entrepreneur,tertiary,jun,120
10964,no,0,High Contact,40-48,High Balance,unknown,services,secondary,jun,1483
10965,no,0,High Contact,49-95,Mid Balance,unknown,entrepreneur,secondary,jun,926
10966,no,0,Low Contact,49-95,High Balance,unknown,services,secondary,jun,2745
10967,no,0,High Contact,33-39,Non-Positive,unknown,entrepreneur,tertiary,jun,-49
10968,no,0,Low Contact,49-95,Mid Balance,unknown,services,secondary,jun,752
10969,no,0,Low Contact,40-48,High Balance,unknown,student,unknown,jun,2374
10970,no,0,High Contact,33-39,Low Balance,unknown,services,secondary,jun,99
10971,yes,1,Low Contact,40-48,Low Balance,unknown,management,secondary,jun,106
10972,no,0,Low Contact,33-39,Mid Balance,unknown,technician,tertiary,jun,404
10973,no,0,Low Contact,33-39,High Balance,unknown,blue-collar,secondary,jun,2239
10974,no,0,High Contact,33-39,Mid Balance,unknown,management,tertiary,jun,1170
10975,no,0,High Contact,33-39,High Balance,unknown,management,tertiary,jun,12877
10976,no,0,High Contact,18-33,Mid Balance,unknown,services,secondary,jun,440
10977,no,0,Low Contact,40-48,High Balance,unknown,blue-collar,secondary,jun,1318
10978,no,0,High Contact,33-39,Low Balance,unknown,entrepreneur,secondary,jun,251
10979,no,0,High Contact,33-39,High Balance,unknown,self-employed,secondary,jun,1317
10980,no,0,Low Contact,33-39,High Balance,unknown,self-employed,tertiary,jun,4515
10981,no,0,Low Contact,49-95,Mid Balance,unknown,admin,secondary,jun,652
10982,no,0,Low Contact,40-48,Low Balance,unknown,admin,secondary,jun,306
10983,no,0,Low Contact,40-48,Mid Balance,unknown,management,secondary,jun,720
10984,no,0,Low Contact,40-48,Low Balance,unknown,housemaid,primary,jun,322
10985,no,0,Low Contact,18-33,High Balance,unknown,services,unknown,jun,4471
10986,no,0,High Contact,40-48,High Balance,unknown,management,tertiary,jun,6613
10987,yes,1,High Contact,33-39,High Balance,unknown,blue-collar,primary,jun,2303
10988,no,0,High Contact,40-48,Low Balance,unknown,blue-collar,primary,jun,99
10989,no,0,High Contact,33-39,Non-Positive,unknown,technician,secondary,jun,-269
10990,yes,1,High Contact,49-95,High Balance,unknown,management,tertiary,jun,3301
10991,no,0,Low Contact,49-95,Mid Balance,unknown,blue-collar,primary,jun,354
10992,no,0,Low Contact,33-39,Mid Balance,unknown,self-employed,tertiary,jun,556
10993,no,0,High Contact,49-95,High Balance,unknown,entrepreneur,tertiary,jun,22946
10994,no,0,High Contact,18-33,High Balance,unknown,services,secondary,jun,1364
10995,no,0,Low Contact,49-95,High Balance,unknown,unemployed,secondary,jun,4110
10996,no,0,Low Contact,49-95,High Balance,unknown,blue-collar,secondary,jun,2409
10997,no,0,High Contact,40-48,Mid Balance,unknown,admin,secondary,jun,726
10998,no,0,High Contact,40-48,Low Balance,unknown,technician,secondary,jun,178
10999,no,0,High Contact,33-39,Low Balance,unknown,blue-collar,primary,jun,265
11000,no,0,Low Contact,33-39,Mid Balance,unknown,housemaid,primary,jun,758
11001,no,0,Low Contact,40-48,High Balance,unknown,housemaid,primary,jun,1354
11002,no,0,Low Contact,49-95,Non-Positive,unknown,admin,secondary,jun,0
11003,no,0,High Contact,33-39,Non-Positive,unknown,technician,secondary,jun,-184
11004,no,0,Low Contact,49-95,Low Balance,unknown,services,primary,jun,124
11005,no,0,High Contact,49-95,Mid Balance,unknown,retired,primary,jun,1126
11006,no,0,High Contact,49-95,High Balance,unknown,unknown,tertiary,jun,2226
11007,no,0,High Contact,33-39,Low Balance,unknown,services,secondary,jun,9
11008,no,0,High Contact,49-95,High Balance,unknown,technician,tertiary,jun,1911
11009,no,0,Low Contact,49-95,High Balance,unknown,self-employed,tertiary,jun,5244
11010,no,0,High Contact,49-95,High Balance,unknown,retired,secondary,jun,1614
11011,no,0,Low Contact,49-95,High Balance,unknown,services,tertiary,jun,2801
11012,no,0,High Contact,33-39,Mid Balance,unknown,unemployed,secondary,jun,926
11013,no,0,Low Contact,49-95,Mid Balance,unknown,technician,secondary,jun,770
11014,no,0,High Contact,49-95,High Balance,unknown,blue-collar,primary,jun,5279
11015,no,0,High Contact,49-95,Low Balance,unknown,self-employed,secondary,jun,148
11016,no,0,High Contact,18-33,Non-Positive,unknown,blue-collar,primary,jun,0
11017,no,0,High Contact,40-48,Mid Balance,unknown,services,primary,jun,741
11018,no,0,High Contact,49-95,Mid Balance,unknown,technician,secondary,jun,788
11019,no,0,High Contact,49-95,Low Balance,unknown,admin,primary,jun,276
11020,no,0,Low Contact,33-39,Non-Positive,unknown,services,secondary,jun,-10
11021,no,0,Low Contact,33-39,Non-Positive,unknown,management,tertiary,jun,-25
11022,no,0,Low Contact,49-95,Non-Positive,unknown,housemaid,primary,jun,0
11023,no,0,High Contact,40-48,Mid Balance,unknown,management,secondary,jun,392
11024,no,0,Low Contact,33-39,Low Balance,unknown,entrepreneur,secondary,jun,156
11025,no,0,High Contact,33-39,Non-Positive,unknown,admin,secondary,jun,-302
11026,no,0,High Contact,33-39,Low Balance,unknown,admin,secondary,jun,156
11027,no,0,Low Contact,33-39,High Balance,unknown,blue-collar,tertiary,jun,3649
11028,no,0,High Contact,33-39,High Balance,unknown,services,unknown,jun,1610
11029,no,0,Low Contact,49-95,High Balance,unknown,services,secondary,jun,1321
11030,no,0,Low Contact,49-95,Low Balance,unknown,retired,primary,jun,232
11031,no,0,Low Contact,49-95,Low Balance,unknown,management,tertiary,jun,267
11032,no,0,High Contact,49-95,Mid Balance,unknown,technician,unknown,jun,619
11033,no,0,Low Contact,40-48,Mid Balance,unknown,blue-collar,primary,jun,358
11034,no,0,High Contact,33-39,Low Balance,unknown,management,tertiary,jun,171
11035,no,0,High Contact,49-95,Mid Balance,unknown,management,tertiary,jun,913
11036,no,0,Low Contact,49-95,Non-Positive,unknown,entrepreneur,unknown,jun,0
11037,no,0,High Contact,49-95,High Balance,unknown,housemaid,primary,jun,3957
11038,no,0,High Contact,33-39,High Balance,unknown,blue-collar,primary,jun,1551
11039,no,0,High Contact,33-39,Low Balance,unknown,entrepreneur,secondary,jun,197
11040,no,0,High Contact,40-48,Mid Balance,unknown,housemaid,secondary,jun,618
11041,no,0,High Contact,33-39,Non-Positive,unknown,blue-collar,primary,jun,-119
11042,no,0,High Contact,49-95,High Balance,unknown,technician,secondary,jun,1490
11043,no,0,High Contact,49-95,Low Balance,unknown,blue-collar,primary,jun,288
11044,no,0,Low Contact,33-39,High Balance,unknown,blue-collar,secondary,jun,1409
11045,no,0,Low Contact,49-95,Mid Balance,unknown,technician,secondary,jun,851
11046,no,0,High Contact,40-48,Low Balance,unknown,technician,secondary,jun,236
11047,no,0,Low Contact,49-95,Low Balance,unknown,housemaid,secondary,jun,120
11048,no,0,Low Contact,49-95,Mid Balance,unknown,services,tertiary,jun,580
11049,no,0,High Contact,18-33,Mid Balance,unknown,technician,secondary,jun,1116
11050,no,0,Low Contact,33-39,Mid Balance,unknown,services,secondary,jun,398
11051,no,0,High Contact,33-39,Low Balance,unknown,blue-collar,secondary,jun,331
11052,no,0,High Contact,49-95,High Balance,unknown,blue-collar,primary,jun,3942
11053,no,0,High Contact,33-39,High Balance,unknown,blue-collar,primary,jun,7944
11054,no,0,High Contact,49-95,Mid Balance,unknown,services,secondary,jun,468
11055,no,0,Low Contact,40-48,High Balance,unknown,management,tertiary,jun,3329
11056,no,0,High Contact,33-39,Non-Positive,unknown,blue-collar,secondary,jun,0
11057,no,0,Low Contact,33-39,High Balance,unknown,services,secondary,jun,1981
11058,no,0,Low Contact,18-33,Low Balance,unknown,management,primary,jun,71
11059,no,0,Low Contact,49-95,Low Balance,unknown,self-employed,primary,jun,307
11060,no,0,High Contact,49-95,Mid Balance,unknown,management,tertiary,jun,502
